avg_review,brand,n_review,price,product,product_url
4.30 out of 5 stars,Clinique,"
									 (40","
						$56.00",Smart Broad Spectrum SPF 15 Custom-Repair Moisturizer - Dry Combination,/smart-broad-spectrum-spf-15-custom-repair-moisturizer-dry-combination?productId=xlsImpprod13511137
4.30 out of 5 stars,Origins,"
									 (403","
						$19.00 - $31.00",GinZing Oil-Free Energy-Boosting Gel Moisturizer,/ginzing-oil-free-energy-boosting-gel-moisturizer?productId=pimprod2008763
4.60 out of 5 stars,Benefit Cosmetics,"
									 (1154","
						$42.00",Total Moisture Facial Cream,/total-moisture-facial-cream?productId=xlsImpprod3200007
4.80 out of 5 stars,Clinique,"
									 (1049","
						$29.50",Dramatically Different Moisturizing Cream,/dramatically-different-moisturizing-cream?productId=xlsImpprod12711079
4.30 out of 5 stars,Clinique,"
									 (5950","
						$39.50",Clinique iD Dramatically Different For Lines & Wrinkles,/clinique-id-dramatically-different-lines-wrinkles?productId=pimprod2014090
4.00 out of 5 stars,Murad,"
									 (214","
						$42.00",Oil and Pore Control Mattifier Broad Spectrum SPF 45 PA++++,/oil-pore-control-mattifier-broad-spectrum-spf-45-pa?productId=pimprod2007193
4.50 out of 5 stars,Clinique,"
									 (76","
						$47.00",Repairwear Laser Focus Wrinkle Correcting Eye Cream,/repairwear-laser-focus-wrinkle-correcting-eye-cream?productId=xlsImpprod12991075
4.50 out of 5 stars,It Cosmetics,"
									 (428","
						$49.00",Confidence in a Cream Rosy Tone Skin Brightening Moisturizer,/confidence-in-a-cream-rosy-tone-skin-brightening-moisturizer?productId=pimprod2002575
4.00 out of 5 stars,PEACH & LILY,"
									 (23","
						$40.00",Glass Skin Water Gel Moisturizer,/glass-skin-water-gel-moisturizer?productId=pimprod2020749
4.50 out of 5 stars,Murad,"
									 (226","
						$75.00",Hydro-Dynamic Ultimate Moisture,/hydro-dynamic-ultimate-moisture?productId=xlsImpprod2390225
4.30 out of 5 stars,Mad Hippie,"
									 (161","
						$25.99",Face Cream,/face-cream?productId=xlsImpprod18731231
4.40 out of 5 stars,La Roche-Posay,"
									 (722","
						$31.99",Effaclar Mat Daily Face Moisturizer for Oily Skin,/effaclar-mat-daily-face-moisturizer-oily-skin?productId=xlsImpprod5280325
4.70 out of 5 stars,Lancôme,"
									 (634","
						$52.00",Bienfait Multi-Vital SPF 30 Day Cream Moisturizer,/bienfait-multi-vital-spf-30-day-cream-moisturizer?productId=xlsImpprod3650024
3.80 out of 5 stars,SUNDAY RILEY,"
									 (104","
						$22.00 - $65.00",C.E.O. Vitamin C Rich Hydration Moisturizing Cream,/ceo-vitamin-c-rich-hydration-moisturizing-cream?productId=pimprod2007850
4.60 out of 5 stars,RoC,"
									 (201","
						$27.49",Retinol Correxion Max Daily Hydration Crème,/retinol-correxion-max-daily-hydration-creme?productId=pimprod2002111
3.40 out of 5 stars,First Aid Beauty,"
									 (129","
						$34.00",Weightless Liquid Mineral Sunscreen SPF 30,/weightless-liquid-mineral-sunscreen-spf-30?productId=pimprod2014225
4.30 out of 5 stars,Estée Lauder,"
									 (8","
						$62.00 - $114.00",Resilience Multi-Effect Tri-Peptide Face and Neck Creme SPF 15,/resilience-multi-effect-tri-peptide-face-neck-creme-spf-15?productId=pimprod2002477
4.50 out of 5 stars,Philosophy,"
									 (676","
						$28.00",Purity Made Simple Moisturizer,/purity-made-simple-moisturizer?productId=xlsImpprod17561003
4.50 out of 5 stars,Olay,"
									 (340","
						$24.99",Total Effects Anti-Aging Moisturizer With SPF 30,/total-effects-anti-aging-moisturizer-with-spf-30?productId=xlsImpprod6460069
4.40 out of 5 stars,Smashbox,"
									 (317","
						$15.00 - $42.00",Photo Finish Primerizer Moisturizing Primer,/photo-finish-primerizer-moisturizing-primer?productId=xlsImpprod16321360
4.60 out of 5 stars,Philosophy,"
									 (666","
						$39.00",Renewed Hope in a Jar Water Cream Hyaluronic Glow Moisturizer,/renewed-hope-in-a-jar-water-cream-hyaluronic-glow-moisturizer?productId=pimprod2009650
